model,dataset,horizon,mode,well,expected,status,raw_status,summary_status,in_forecasting_summary_csv,file_path,reason,n_train,n_test,n_cv_folds,has_test_predictions,has_test_targets,cv_fold_count,mae,rmse,r2,r2_prod,mase
patchtst,ganymede,7,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h7_per_well_49_22-Z04.json,,6083.0,1523.0,3.0,True,True,3.0,0.965043220049489,1.0572944302927014,-0.8853292183630836,-0.675795326487953,0.26967095677282216
tcn,ganymede,7,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/tcn/ganymede_h7_per_well_49_22-Z04.json,,6083.0,1523.0,3.0,True,True,3.0,3.707919916508625,4.376700924914174,-31.306436076580113,-38.86107503338524,1.0361383726115463
timesfm,ganymede,7,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h7_per_well_49_22-Z04.json,,6083.0,1523.0,3.0,True,True,3.0,0.23704603195739607,0.5519489670165184,0.4862011152729103,-0.539436362465944,0.21594255372257184
tirex,ganymede,7,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/tirex/ganymede_h7_per_well_49_22-Z04.json,,6083.0,1523.0,3.0,True,True,3.0,0.20851168941052317,0.5547238438790464,0.4810219679681741,-0.6666482073198987,0.189948535820286
chronos,ganymede,7,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/chronos/ganymede_h7_per_well_49_22-Z05Z.json,,6083.0,1523.0,3.0,True,True,3.0,1.3969838619232178e-08,1.3969838619232178e-08,0.0,0.0,5.4267447377113396e-09
deeponet,ganymede,7,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h7_per_well_49_22-Z05Z.json,,6083.0,1523.0,3.0,True,True,3.0,0.17948695591517858,0.2150362093950655,0.0,0.0,0.0031630336928304423
lstm,ganymede,7,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/lstm/ganymede_h7_per_well_49_22-Z05Z.json,,6083.0,1523.0,3.0,True,True,3.0,0.06922803606305804,0.07088356031659751,0.0,0.0,0.001219980635581195
patchtst,ganymede,7,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h7_per_well_49_22-Z05Z.json,,6083.0,1523.0,3.0,True,True,3.0,9.9831725529262,9.98317436086152,0.0,0.0,0.17592983838429066
tcn,ganymede,7,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/tcn/ganymede_h7_per_well_49_22-Z05Z.json,,6083.0,1523.0,3.0,True,True,3.0,0.13189150484001175,0.15806751387673693,0.0,0.0,0.002324276276679487
timesfm,ganymede,7,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h7_per_well_49_22-Z05Z.json,,6083.0,1523.0,3.0,True,True,3.0,0.002568066818639636,0.003004250199427228,0.0,0.0,0.0009975951386408872
tirex,ganymede,7,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/tirex/ganymede_h7_per_well_49_22-Z05Z.json,,6083.0,1523.0,3.0,True,True,3.0,5.196141380160159e-09,6.5068968624767095e-09,0.0,0.0,2.01850097626526e-09
chronos,ganymede,7,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/chronos/ganymede_h7_per_well_49_22-Z06.json,,6083.0,1523.0,3.0,True,True,3.0,2.687231760010375e-06,9.068379081565204e-05,-0.028445074720583996,-0.028445074720583996,9.034566467098946e-07
deeponet,ganymede,7,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h7_per_well_49_22-Z06.json,,6083.0,1523.0,3.0,True,True,3.0,0.13805380065248132,0.15952340225741268,-3183255.372026507,-3183255.372026507,0.0019464304469872492
lstm,ganymede,7,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/lstm/ganymede_h7_per_well_49_22-Z06.json,,6083.0,1523.0,3.0,True,True,3.0,0.02360488903051737,0.02807618178007757,-98603.99177686076,-98603.99177686076,0.0003328070251568879
patchtst,ganymede,7,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h7_per_well_49_22-Z06.json,,6083.0,1523.0,3.0,True,True,3.0,0.31222501564580496,0.3145175134240631,-12374066.39201228,-12374066.39201228,0.004402082911819799
tcn,ganymede,7,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/tcn/ganymede_h7_per_well_49_22-Z06.json,,6083.0,1523.0,3.0,True,True,3.0,0.25344458915381973,0.27199615207179717,-9254400.348801764,-9254400.348801764,0.003573333458562066
timesfm,ganymede,7,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h7_per_well_49_22-Z06.json,,6083.0,1523.0,3.0,True,True,3.0,0.002525134881284159,0.0029798169618709507,-1109.4549531919397,-1109.4549531919397,0.0008489591133465786
tirex,ganymede,7,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/tirex/ganymede_h7_per_well_49_22-Z06.json,,6083.0,1523.0,3.0,True,True,3.0,2.8790900538659983e-06,9.410506215522619e-05,-0.10751021734752908,-0.10751021734752908,9.679600711594529e-07
chronos,ganymede,7,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/chronos/ganymede_h7_per_well_49_22-Z07.json,,5200.0,1302.0,3.0,True,True,3.0,0.5028217528610515,1.5291685709248712,0.25235862261777053,-0.08871375655672775,0.6826804820501663
deeponet,ganymede,7,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h7_per_well_49_22-Z07.json,,5200.0,1302.0,3.0,True,True,3.0,2.179099787228563,2.7656355131360426,-1.4455271201655875,-0.2310705149458545,0.9953224515174407
lstm,ganymede,7,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/lstm/ganymede_h7_per_well_49_22-Z07.json,,5200.0,1302.0,3.0,True,True,3.0,1.4768036673512144,1.863141301405104,-0.10987529197747681,0.26605988864175056,0.674542696581789
patchtst,ganymede,7,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h7_per_well_49_22-Z07.json,,5200.0,1302.0,3.0,True,True,3.0,1.151515594131988,1.7710875566654822,-0.0029116135425197864,-0.47927101187018595,0.5259645890607378
tcn,ganymede,7,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/tcn/ganymede_h7_per_well_49_22-Z07.json,,5200.0,1302.0,3.0,True,True,3.0,1.6410176887934946,1.9802198007993894,-0.2537455209013968,-0.0838836351202954,0.7495488543325283
timesfm,ganymede,7,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h7_per_well_49_22-Z07.json,,5200.0,1302.0,3.0,True,True,3.0,0.557310703427352,1.3429724627596429,0.4233439967898157,0.42109230567758804,0.7566600639345027
tirex,ganymede,7,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/tirex/ganymede_h7_per_well_49_22-Z07.json,,5200.0,1302.0,3.0,True,True,3.0,0.4964934473773072,1.432630277631908,0.3437778988748291,0.2115356008906576,0.674088549394864
chronos,ganymede,7,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/chronos/ganymede_h7_per_well_49_22-Z08.json,,3281.0,822.0,3.0,True,True,3.0,1.3969838619232178e-08,1.3969838619232178e-08,0.0,0.0,2.9679354930597874e-08
deeponet,ganymede,7,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h7_per_well_49_22-Z08.json,,3281.0,822.0,3.0,True,True,3.0,0.12363275347959261,0.15062199805031615,0.0,0.0,0.06250451220743207
lstm,ganymede,7,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/lstm/ganymede_h7_per_well_49_22-Z08.json,,3281.0,822.0,3.0,True,True,3.0,0.06508463059691534,0.06605065985683162,0.0,0.0,0.032904574015918835
patchtst,ganymede,7,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h7_per_well_49_22-Z08.json,,3281.0,822.0,3.0,True,True,3.0,0.025031702859061106,0.025370041547777833,0.0,0.0,0.012655176989043249
tcn,ganymede,7,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/tcn/ganymede_h7_per_well_49_22-Z08.json,,3281.0,822.0,3.0,True,True,3.0,0.5181217046093932,0.5232260945403244,0.0,0.0,0.26194469911275525
timesfm,ganymede,7,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h7_per_well_49_22-Z08.json,,3281.0,822.0,3.0,True,True,3.0,0.002568066818639636,0.003004250199427228,0.0,0.0,0.005455937514622934
tirex,ganymede,7,per_well,49_22-Z08,True,ok,ok,ok,True,/app/results/tirex/ganymede_h7_per_well_49_22-Z08.json,,3281.0,822.0,3.0,True,True,3.0,5.19580801493995e-09,6.506490277980077e-09,0.0,0.0,1.1038655093291527e-08
chronos,ganymede,14,multi_well,,True,ok,ok,ok,True,/app/results/chronos/ganymede_h14_multi_well.json,,38805.0,9732.0,3.0,True,True,3.0,0.34652850102005245,1.3000150005666042,0.3069806361468481,-0.265033009563876,0.19914244807378534
deeponet,ganymede,14,multi_well,,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h14_multi_well.json,,38805.0,9732.0,3.0,True,True,3.0,0.7616523596021267,1.3868234647957232,0.211337835736496,-0.5113483320784169,0.032184864279144756
lstm,ganymede,14,multi_well,,True,ok,ok,ok,True,/app/results/lstm/ganymede_h14_multi_well.json,,38805.0,9732.0,3.0,True,True,3.0,0.5598919727575351,1.3809241463457784,0.21803324253175826,-0.6706983532866069,0.022550149579193553
patchtst,ganymede,14,multi_well,,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h14_multi_well.json,,38805.0,9732.0,3.0,True,True,3.0,1.1645631784666488,2.0089537566774704,-0.6549638958510045,-0.511433897826622,0.05057047011741151
tcn,ganymede,14,multi_well,,True,ok,ok,ok,True,/app/results/tcn/ganymede_h14_multi_well.json,,38805.0,9732.0,3.0,True,True,3.0,0.5194351845980041,1.2847097488111152,0.32320259758532977,-0.2553881745643871,0.020050520125838953
timesfm,ganymede,14,multi_well,,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h14_multi_well.json,,38805.0,9732.0,3.0,True,True,3.0,0.37647075815265757,1.2260046363887658,0.38364224088912546,-0.030891210776896605,0.2129828367338004
tirex,ganymede,14,multi_well,,True,ok,ok,ok,True,/app/results/tirex/ganymede_h14_multi_well.json,,38805.0,9732.0,3.0,True,True,3.0,0.34274197619950253,1.2232207488746865,0.38643818880972636,-0.060709576676230004,0.19494374834085232
chronos,ganymede,14,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/chronos/ganymede_h14_per_well_49_22-Z01Z.json,,6070.0,1522.0,3.0,True,True,3.0,1.893765099873927e-05,0.0017024498689164386,0.0,0.0,5.492836728558164e-06
deeponet,ganymede,14,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h14_per_well_49_22-Z01Z.json,,6070.0,1522.0,3.0,True,True,3.0,0.064697265625,0.06933497326898684,0.0,0.0,0.0008475172744991824
lstm,ganymede,14,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/lstm/ganymede_h14_per_well_49_22-Z01Z.json,,6070.0,1522.0,3.0,True,True,3.0,0.026207808864615705,0.02973572737939847,0.0,0.0,0.0003433154481099388
patchtst,ganymede,14,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h14_per_well_49_22-Z01Z.json,,6070.0,1522.0,3.0,True,True,3.0,8.427457332611084,8.427457858828934,0.0,0.0,0.11039748898959277
tcn,ganymede,14,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/tcn/ganymede_h14_per_well_49_22-Z01Z.json,,6070.0,1522.0,3.0,True,True,3.0,0.1608682092323253,0.20699827826182898,0.0,0.0,0.002107331506595563
timesfm,ganymede,14,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h14_per_well_49_22-Z01Z.json,,6070.0,1522.0,3.0,True,True,3.0,0.0026113815672163454,0.0029544029440363787,0.0,0.0,0.0007574272324292295
tirex,ganymede,14,per_well,49_22-Z01Z,True,ok,ok,ok,True,/app/results/tirex/ganymede_h14_per_well_49_22-Z01Z.json,,6070.0,1522.0,3.0,True,True,3.0,4.5386324538620554e-09,5.859438458979142e-09,0.0,0.0,1.3164234065597267e-09
chronos,ganymede,14,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/chronos/ganymede_h14_per_well_49_22-Z02Z.json,,6070.0,1522.0,3.0,True,True,3.0,1.4128949992406004,2.7911749425402417,0.09654805310855075,-1.0628755517433812,0.30401866170037056
deeponet,ganymede,14,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h14_per_well_49_22-Z02Z.json,,6070.0,1522.0,3.0,True,True,3.0,9.36994606190469,14.467308231478977,-23.272047396167626,-49.17319520459,0.10693747380064705
lstm,ganymede,14,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/lstm/ganymede_h14_per_well_49_22-Z02Z.json,,6070.0,1522.0,3.0,True,True,3.0,1.7133897521246524,2.773444754736312,0.1079894690757014,-1.561669019174499,0.019554602611114892
patchtst,ganymede,14,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h14_per_well_49_22-Z02Z.json,,6070.0,1522.0,3.0,True,True,3.0,3.2256658467517823,3.694265933603568,-0.5826586401572289,-0.6356628584059261,0.03681393197972599
tcn,ganymede,14,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/tcn/ganymede_h14_per_well_49_22-Z02Z.json,,6070.0,1522.0,3.0,True,True,3.0,2.356097606952897,3.338936253858006,-0.2928471968619142,-1.8935868303837977,0.026889709337779906
timesfm,ganymede,14,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h14_per_well_49_22-Z02Z.json,,6070.0,1522.0,3.0,True,True,3.0,1.559251435915747,2.7037387907093993,0.1522644286610868,-0.9130427926398661,0.33551080232874575
tirex,ganymede,14,per_well,49_22-Z02Z,True,ok,ok,ok,True,/app/results/tirex/ganymede_h14_per_well_49_22-Z02Z.json,,6070.0,1522.0,3.0,True,True,3.0,1.4182133988372652,2.6621965910258187,0.1781147454878622,-0.8629585909207822,0.3051630444950119
chronos,ganymede,14,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/chronos/ganymede_h14_per_well_49_22-Z04.json,,6070.0,1522.0,3.0,True,True,3.0,0.2583093828764414,0.6665865700629681,0.2508539281992984,-1.3233459323223191,0.23486168322595902
deeponet,ganymede,14,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h14_per_well_49_22-Z04.json,,6070.0,1522.0,3.0,True,True,3.0,2.582663412688932,3.737000077101081,-22.54504904986986,-37.331190446216844,0.7216708391649942
lstm,ganymede,14,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/lstm/ganymede_h14_per_well_49_22-Z04.json,,6070.0,1522.0,3.0,True,True,3.0,2.2658423891048707,2.885909906785089,-13.041675228243946,-17.28655346887156,0.6331418838115075
patchtst,ganymede,14,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h14_per_well_49_22-Z04.json,,6070.0,1522.0,3.0,True,True,3.0,0.9973635228306351,1.1052985566248543,-1.0597408946521942,-1.1793213566896998,0.27869220856942983
tcn,ganymede,14,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/tcn/ganymede_h14_per_well_49_22-Z04.json,,6070.0,1522.0,3.0,True,True,3.0,3.3459928924602798,4.7167871655576965,-36.509903437917316,-67.47829651172532,0.9349671686516259
timesfm,ganymede,14,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h14_per_well_49_22-Z04.json,,6070.0,1522.0,3.0,True,True,3.0,0.27231560505370905,0.5954718400925605,0.4021725607916239,-0.6921580597776837,0.2475965087269101
tirex,ganymede,14,per_well,49_22-Z04,True,ok,ok,ok,True,/app/results/tirex/ganymede_h14_per_well_49_22-Z04.json,,6070.0,1522.0,3.0,True,True,3.0,0.25054504977646075,0.610230486115945,0.37217126568268044,-0.8930498494333965,0.22780214740622942
chronos,ganymede,14,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/chronos/ganymede_h14_per_well_49_22-Z05Z.json,,6070.0,1522.0,3.0,True,True,3.0,1.893765099873927e-05,0.0017024498689164386,0.0,0.0,7.340808865639809e-06
deeponet,ganymede,14,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h14_per_well_49_22-Z05Z.json,,6070.0,1522.0,3.0,True,True,3.0,0.08644866943359375,0.13142734817470517,0.0,0.0,0.0015366668643327758
lstm,ganymede,14,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/lstm/ganymede_h14_per_well_49_22-Z05Z.json,,6070.0,1522.0,3.0,True,True,3.0,0.07488891056605748,0.07937748577846758,0.0,0.0,0.0013311865657023255
patchtst,ganymede,14,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h14_per_well_49_22-Z05Z.json,,6070.0,1522.0,3.0,True,True,3.0,9.86320699964251,9.863215426406018,0.0,0.0,0.17532326953913735
tcn,ganymede,14,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/tcn/ganymede_h14_per_well_49_22-Z05Z.json,,6070.0,1522.0,3.0,True,True,3.0,0.13582229614257812,0.16498962328747252,0.0,0.0,0.0024143069325111856
timesfm,ganymede,14,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h14_per_well_49_22-Z05Z.json,,6070.0,1522.0,3.0,True,True,3.0,0.0026112995359913577,0.0029543566052973877,0.0,0.0,0.0010122190331801244
tirex,ganymede,14,per_well,49_22-Z05Z,True,ok,ok,ok,True,/app/results/tirex/ganymede_h14_per_well_49_22-Z05Z.json,,6070.0,1522.0,3.0,True,True,3.0,4.314493628248163e-09,5.601793504329554e-09,0.0,0.0,1.6724288075167859e-09
chronos,ganymede,14,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/chronos/ganymede_h14_per_well_49_22-Z06.json,,6070.0,1522.0,3.0,True,True,3.0,2.1612669334007804e-05,0.001704864953307402,-362.2592421468883,-362.2592421468883,7.2507078332568185e-06
deeponet,ganymede,14,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h14_per_well_49_22-Z06.json,,6070.0,1522.0,3.0,True,True,3.0,0.12195126666166958,0.163108500018369,-3325759.21996967,-3325759.21996967,0.0017251125064662426
lstm,ganymede,14,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/lstm/ganymede_h14_per_well_49_22-Z06.json,,6070.0,1522.0,3.0,True,True,3.0,0.01932753123775172,0.024972251615734273,-77955.64691361455,-77955.64691361455,0.0002734056543247224
patchtst,ganymede,14,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h14_per_well_49_22-Z06.json,,6070.0,1522.0,3.0,True,True,3.0,0.15507956054212005,0.16242803836288944,-3298068.0602202043,-3298068.0602202043,0.002193742604828452
tcn,ganymede,14,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/tcn/ganymede_h14_per_well_49_22-Z06.json,,6070.0,1522.0,3.0,True,True,3.0,0.21279646322251441,0.25109915698950275,-7881850.640602178,-7881850.640602178,0.003010201124481848
timesfm,ganymede,14,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/timesfm/ganymede_h14_per_well_49_22-Z06.json,,6070.0,1522.0,3.0,True,True,3.0,0.002567426289843392,0.0029303352123866582,-1072.1768950509288,-1072.1768950509288,0.0008613308066387249
tirex,ganymede,14,per_well,49_22-Z06,True,ok,ok,ok,True,/app/results/tirex/ganymede_h14_per_well_49_22-Z06.json,,6070.0,1522.0,3.0,True,True,3.0,2.631764521098914e-06,9.185695246924014e-05,-0.054534449563995224,-0.054534449563995224,8.829152629653785e-07
chronos,ganymede,14,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/chronos/ganymede_h14_per_well_49_22-Z07.json,,5187.0,1301.0,3.0,True,True,3.0,0.6313230851146772,1.715484622366039,0.07162029083870303,-0.27877839643602376,0.8616532126388698
deeponet,ganymede,14,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/deeponet/ganymede_h14_per_well_49_22-Z07.json,,5187.0,1301.0,3.0,True,True,3.0,2.6773480554371565,3.4376537202595023,-2.7280028792259126,-3.1304594311927456,1.228637773895968
lstm,ganymede,14,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/lstm/ganymede_h14_per_well_49_22-Z07.json,,5187.0,1301.0,3.0,True,True,3.0,1.37698782105549,1.8308675724236607,-0.05746462889550652,-0.128214750496902,0.6319011260817328
patchtst,ganymede,14,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/patchtst/ganymede_h14_per_well_49_22-Z07.json,,5187.0,1301.0,3.0,True,True,3.0,1.42105947218756,2.380716726164787,-0.7879996544866692,-1.7774047761677059,0.6521256520744824
tcn,ganymede,14,per_well,49_22-Z07,True,ok,ok,ok,True,/app/results/tcn/ganymede_h14_per_well_49_22-Z07.json,,5187.0,1301.0,3.0,True,True,3.0,1.3656071667890066,1.8678532723360555,-0.10062025091785753,-0.5301688745070938,0.626678532144028
